,sentiment,partisan_lean,state,Age.Percent Under 5 Years,Age.Percent Under 18 Years,Age.Percent 65 and Older,Miscellaneous.Percent Female,Ethnicities.White Alone,Ethnicities.Black Alone,Ethnicities.Hispanic or Latino,Education.Bachelor's Degree or Higher,date,state percent vaccinated,state_rate_0,state_rate-7,state_rate+7,state_rate+14,US percent vaccinated,US_rate_0,US_rate-7,US_rate+7,US_rate+14,lottery
631,0.2681818181818182,0.4931581746681328,North Carolina,5.8,21.9,16.7,51.4,70.6,22.2,9.8,31.3,2021-05-07,40.21,5421.0,5606.0,3690.0,3406.0,47.53,6352.0,7539.0,5400.0,5527.0,0
632,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
633,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
634,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
635,0.2242424242424242,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
636,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
637,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
639,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
640,0.2242424242424242,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
641,0.1787878787878788,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
642,0.2681818181818182,0.4161501417261114,Mississippi,6.2,23.5,16.4,51.5,59.1,37.8,3.4,22.0,2021-05-07,31.84,2631.0,3472.0,1994.0,1958.0,47.53,6352.0,7539.0,5400.0,5527.0,0
643,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
644,0.1787878787878788,0.4216417935559855,Missouri,6.0,22.3,17.3,50.9,82.9,11.8,4.4,29.2,2021-05-07,38.64,4566.0,6868.0,4297.0,3724.0,47.53,6352.0,7539.0,5400.0,5527.0,0
645,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
646,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
647,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
648,0.1121212121212121,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
649,0.2681818181818182,0.4931581746681328,North Carolina,5.8,21.9,16.7,51.4,70.6,22.2,9.8,31.3,2021-05-07,40.21,5421.0,5606.0,3690.0,3406.0,47.53,6352.0,7539.0,5400.0,5527.0,0
650,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
651,0.1787878787878788,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
652,0.1681818181818181,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
653,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
654,0.2681818181818182,0.5363951364856667,Minnesota,6.2,23.1,16.3,50.2,83.8,7.0,5.6,36.1,2021-05-07,48.53,5656.0,8828.0,7848.0,6601.0,47.53,6352.0,7539.0,5400.0,5527.0,0
655,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
656,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
657,0.2681818181818182,0.4931581746681328,North Carolina,5.8,21.9,16.7,51.4,70.6,22.2,9.8,31.3,2021-05-07,40.21,5421.0,5606.0,3690.0,3406.0,47.53,6352.0,7539.0,5400.0,5527.0,0
658,0.2242424242424242,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
659,0.1787878787878788,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
660,0.2787878787878788,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
661,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
662,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
663,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
664,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
666,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
667,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
668,0.1787878787878788,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
669,0.2242424242424242,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
670,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
671,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
672,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
673,0.1232323232323232,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
674,0.2242424242424242,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
675,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
676,0.2681818181818182,0.4216417935559855,Missouri,6.0,22.3,17.3,50.9,82.9,11.8,4.4,29.2,2021-05-07,38.64,4566.0,6868.0,4297.0,3724.0,47.53,6352.0,7539.0,5400.0,5527.0,0
677,0.2681818181818182,0.4216417935559855,Missouri,6.0,22.3,17.3,50.9,82.9,11.8,4.4,29.2,2021-05-07,38.64,4566.0,6868.0,4297.0,3724.0,47.53,6352.0,7539.0,5400.0,5527.0,0
678,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
679,0.2343434343434343,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
680,0.2681818181818182,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
681,0.2681818181818182,0.5807128358679484,New Jersey,5.8,21.8,16.6,51.1,71.9,15.1,20.9,39.7,2021-05-07,53.54,7584.0,9358.0,7149.0,7204.0,47.53,6352.0,7539.0,5400.0,5527.0,0
686,0.0,0.3930639487814836,Utah,7.7,29.0,11.4,49.6,90.6,1.5,14.4,34.0,2021-05-07,40.72,5659.0,4930.0,6228.0,4806.0,47.53,6352.0,7539.0,5400.0,5527.0,0
688,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
689,0.0,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
690,0.4232323232323232,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
691,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
692,-0.0222222222222222,0.5693831949230015,Colorado,5.8,21.9,14.6,49.6,86.9,4.6,21.8,40.9,2021-05-07,48.19,8069.0,9289.0,7367.0,5512.0,47.53,6352.0,7539.0,5400.0,5527.0,0
694,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
695,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
699,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
700,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
701,0.084090909090909,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-07,50.54,7119.0,9711.0,8429.0,7018.0,47.53,6352.0,7539.0,5400.0,5527.0,False
702,0.0,0.599255031847907,Washington,6.0,21.8,15.9,49.9,78.5,4.4,13.0,36.0,2021-05-07,48.74,7417.0,9604.0,8258.0,8126.0,47.53,6352.0,7539.0,5400.0,5527.0,False
704,0.1787878787878788,0.4931581746681328,North Carolina,5.8,21.9,16.7,51.4,70.6,22.2,9.8,31.3,2021-05-07,40.21,5421.0,5606.0,3690.0,3406.0,47.53,6352.0,7539.0,5400.0,5527.0,0
705,0.2681818181818182,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-07,41.49,5066.0,7174.0,4891.0,3967.0,47.53,6352.0,7539.0,5400.0,5527.0,False
708,0.2681818181818182,0.4931581746681328,North Carolina,5.8,21.9,16.7,51.4,70.6,22.2,9.8,31.3,2021-05-07,40.21,5421.0,5606.0,3690.0,3406.0,47.53,6352.0,7539.0,5400.0,5527.0,0
711,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
716,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
718,0.2681818181818182,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-07,41.49,5066.0,7174.0,4891.0,3967.0,47.53,6352.0,7539.0,5400.0,5527.0,False
720,0.0208333333333333,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
721,0.4232323232323232,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
722,0.2681818181818182,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
724,0.1162878787878788,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
725,-0.0766666666666666,0.5015683167912931,Arizona,5.9,22.5,18.0,50.3,82.6,5.2,31.7,29.5,2021-05-07,41.95,4527.0,6286.0,4324.0,3862.0,47.53,6352.0,7539.0,5400.0,5527.0,0
731,0.2681818181818182,0.4931581746681328,North Carolina,5.8,21.9,16.7,51.4,70.6,22.2,9.8,31.3,2021-05-07,40.21,5421.0,5606.0,3690.0,3406.0,47.53,6352.0,7539.0,5400.0,5527.0,0
732,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
734,0.0181818181818181,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
735,0.2681818181818182,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-07,41.49,5066.0,7174.0,4891.0,3967.0,47.53,6352.0,7539.0,5400.0,5527.0,False
739,0.0,0.3930639487814836,Utah,7.7,29.0,11.4,49.6,90.6,1.5,14.4,34.0,2021-05-07,40.72,5659.0,4930.0,6228.0,4806.0,47.53,6352.0,7539.0,5400.0,5527.0,0
741,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
742,0.5,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
743,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
746,0.2681818181818182,0.365652201383185,South Dakota,6.9,24.5,17.2,49.5,84.6,2.3,4.2,28.8,2021-05-07,45.38,4085.0,6207.0,2862.0,2724.0,47.53,6352.0,7539.0,5400.0,5527.0,0
749,0.2681818181818182,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-07,41.49,5066.0,7174.0,4891.0,3967.0,47.53,6352.0,7539.0,5400.0,5527.0,False
750,0.084090909090909,0.6702904704709234,Maryland,6.0,22.1,15.9,51.6,58.5,31.1,10.6,40.2,2021-05-07,50.54,7119.0,9711.0,8429.0,7018.0,47.53,6352.0,7539.0,5400.0,5527.0,False
751,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
752,0.0,0.6490891136066756,California,6.0,22.5,14.8,50.3,71.9,6.5,39.4,33.9,2021-05-07,50.74,7753.0,9026.0,7058.0,7441.0,47.53,6352.0,7539.0,5400.0,5527.0,False
753,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
757,0.2681818181818182,0.4592330235229728,Ohio,5.9,22.1,17.5,51.0,81.7,13.1,4.0,28.3,2021-05-07,41.49,5066.0,7174.0,4891.0,3967.0,47.53,6352.0,7539.0,5400.0,5527.0,False
761,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
763,0.0,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-07,51.92,7888.0,9062.0,6743.0,6839.0,47.53,6352.0,7539.0,5400.0,5527.0,0
764,0.0,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-07,51.92,7888.0,9062.0,6743.0,6839.0,47.53,6352.0,7539.0,5400.0,5527.0,0
765,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
766,0.8,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-07,51.92,7888.0,9062.0,6743.0,6839.0,47.53,6352.0,7539.0,5400.0,5527.0,0
767,0.0,0.4250657174436865,Kansas,6.4,24.0,16.3,50.2,86.3,6.1,12.2,33.4,2021-05-07,43.48,4918.0,5242.0,3600.0,2764.0,47.53,6352.0,7539.0,5400.0,5527.0,0
768,0.2681818181818182,0.5058920525934906,Pennsylvania,5.5,20.6,18.7,51.0,81.6,12.0,7.8,31.4,2021-05-07,51.92,7888.0,9062.0,6743.0,6839.0,47.53,6352.0,7539.0,5400.0,5527.0,0
769,0.1996212121212121,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
770,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
771,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
772,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
774,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
775,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
777,0.125,0.4716927876322047,Texas,6.9,25.5,12.9,50.3,78.7,12.9,39.7,29.9,2021-05-07,39.36,4922.0,6612.0,4588.0,5471.0,47.53,6352.0,7539.0,5400.0,5527.0,0
778,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
779,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
780,0.2343434343434343,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
783,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
786,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
787,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
788,0.0,0.6171683489301224,New York,5.8,20.7,16.9,51.4,69.6,17.6,19.3,36.6,2021-05-07,49.57,7819.0,9266.0,6834.0,7031.0,47.53,6352.0,7539.0,5400.0,5527.0,False
789,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
790,0.2681818181818182,0.3817222962793364,Tennessee,6.0,22.1,16.7,51.2,78.4,17.1,5.7,27.3,2021-05-07,35.38,5246.0,5391.0,4237.0,4516.0,47.53,6352.0,7539.0,5400.0,5527.0,0
791,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
792,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
795,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
796,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
797,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
798,0.2343434343434343,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
799,-0.4,0.4250657174436865,Kansas,6.4,24.0,16.3,50.2,86.3,6.1,12.2,33.4,2021-05-07,43.48,4918.0,5242.0,3600.0,2764.0,47.53,6352.0,7539.0,5400.0,5527.0,0
801,0.1787878787878788,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
802,-0.0333333333333333,0.6711554954014815,Massachusetts,5.2,19.6,17.0,51.5,80.6,9.0,12.4,43.7,2021-05-07,59.21,10694.0,12675.0,9649.0,8229.0,47.53,6352.0,7539.0,5400.0,5527.0,0
803,0.1996212121212121,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
805,0.2681818181818182,0.440733912504179,South Carolina,5.7,21.6,18.2,51.6,68.6,27.0,6.0,28.1,2021-05-07,37.52,4104.0,6107.0,3698.0,3186.0,47.53,6352.0,7539.0,5400.0,5527.0,0
